content,score,sentiment,predicted_sentiment,appVersion
"Would get 5 but some quirks. there seems to be no way to move songs around in liked songs in an order you would like manually unless you load them into a queue or make a playlist. i download songs and sometimes the flow is annoying but you cant change this. Also, so many tracks become unavailable in my lists or some albums by bands are not available presumably because Spotify decided they were botted so they don't have to pay them. edit * its 2026 and I think I'm done with Spotify since 2007",4,Positive,Negative,9.1.36.1948
👎👎👎,1,Negative,Positive,9.1.36.1948
"dear spotify team, what part of repeat playlist 🔁 do you not understand?? what is this new marketing strategy you came up with? If you're gonna play according your strategy, why are you making me pay for the autonomy you used to provide???? if popularity makes you wanna reach deeper into the pockets of the consumers in such a hurry, trust me you don't understand the concept of living long yet.",5,Positive,Negative,
too much ads,5,Positive,Negative,
so many ads🙄,1,Negative,Positive,9.1.24.1739
The shuffle too dead,5,Positive,Negative,
I love this app but it has a problem now we can't watch which song we want if you want to watch you want to go in your play list and then change change again and again I request spotify to remove this from premium things please 🙏🏻 request 🙏🏻 😢,5,Positive,Negative,9.1.36.1948
such a unusual app 🤬,1,Negative,Positive,9.0.82.1032
WHY SHOULD I GO PREMIUM,5,Positive,Negative,9.1.32.2083
super nice,2,Negative,Positive,9.1.34.2060
good,1,Negative,Positive,9.1.32.2083
"aplikasi iklan berkedok musik, hebat",5,Positive,Negative,9.1.36.1948
this app is fiiree i like it it has all playlists over the world i like this app so much,1,Negative,Positive,
graet app,5,Positive,Negative,9.1.36.1948
very bad,5,Positive,Negative,
it doesn't drain my battery,5,Positive,Negative,9.1.36.1948
too Manny long ads,4,Positive,Negative,9.1.36.1948
إعلانات مبالغ فيها اوي,1,Negative,Positive,9.1.36.1948
"I think Spotify is cool, I think the features are great, and all the new music and artists I've discovered through it are wonderful. Many can agree with me that Spotify premium is a really good musical tool yet not worth the $11 a month price tag it comes with. The shuffle system they use is repetitive and alot of the suggestions can be pretty bad.",1,Negative,Positive,9.1.36.1948
once I started using it in 2022 got attracted to it. now i can't even imagine listing songs in other apps. the sound quality is the best.,5,Positive,Negative,9.1.36.1948
very hood,5,Positive,Negative,
damn,5,Positive,Negative,9.1.32.2083
This app is rubbish wit dat 6 skips sometin and if u dont remove it audiomack will be better dan u guys ohhhh,5,Positive,Negative,9.1.34.2060
it asks premium while I'm using app I don't want premium while using app I just wanna hear that song what I needed with ads I hope you understand 😫,4,Positive,Negative,
I love this app,1,Negative,Positive,9.1.36.1948
I LUVV IT ESPECIALLY MALCOM TODD 💕🥹,5,Positive,Negative,9.1.36.1948
first is the popup whenever I try to like or put some on my likes songs a pop-up appear And it's annoying I want to like many songs but the pop-up thingy on new playlist and the playlists a created got on the way so fix it and Second I cant find the setting of related things to that so fix that too and third You always put a pop-up add And it's worse 30 second? can you make it 15 second or something are you tryin to waste our time I'm giving you 5 stars bc It's the only one playback Notice This,5,Positive,Negative,9.1.36.1948
"I use as a non-premium user and really enjoy it. Ads can be annoying, especially when they interrupt songs in the middle and ruin the mood. There are also limits like not being able to rewind, go back to skipped songs, or listen offline. Still, I love the lyrics feature, playlists, and personalized suggestions. It helps me discover new music easily, At the end of the day. I understand that these limitations exist bcz I’m not paying for it, so overall the benefits clearly outweigh the downsides.",5,Positive,Negative,9.1.36.1948
I want Spotify to add a new feature that allows podcast listeners to know how many minutes of podcasts they are listening to. What is available on the Spotify app can't do what I am asking for.,4,Positive,Negative,9.1.32.2083
there is worst app it is a sceam world worst app,5,Positive,Negative,9.1.36.1948
很好的音乐软件，比国内那些强多了,5,Positive,Negative,
"The ONLY complaint I have is, without any proof, you cut off the listening experience to THE VIRAL PODCAST via hearsay. I upgraded to Premium for the ultimate listening experience for that show alone. To say I was disappointed, is an understatement. Now that the lawsuit has come and gone, and you see you were in the wrong, issuing an apology would be nice. I know it won't happen, but we know. Other than that, I'm totally happy with my listening experience and do try to get subs regularly.",4,Positive,Negative,9.1.36.1948
I love the app!!.. but.. it's unfair for the 6 skip and can't choose the song you want to listen without a premium.. please don't make it too strict for the premium thing..,5,Positive,Negative,
"I love Spotify and have a premium account, but stupidly I bought a Huawei and cannot enjoy my premium account. I just cannot get it to connect to my account. Am paying for nothing now.",5,Positive,Negative,9.1.36.1948
Allow the original Blood on the Dance Floor content back on and we can move this to 5 stars.,1,Negative,Positive,
"💠my all playlist just vanished, its just shiwing playist logo and when licked there nothing in it.",5,Positive,Negative,9.1.36.1948
Παιδιά το Spotify αξίζει άμα έχεις και Spotify premium γιατί σου δίνει άλλες δυνατότητες και πιστέψτε με αξίζει φουλ. Έχω πάρει το πρόγραμμα family το έχω μαζί με τους φίλους μου και έχουμε μοιράσει δια του 6 και μας βγαίνει 2.60 τον μήνα στον καθένα. Εγώ πάντως είμαι πολύ ικανοποιημένος.,5,Positive,Negative,9.1.36.1948
👍,1,Negative,Positive,9.1.36.1948
नमस्ते स्कूटी 15 मेरी आपसे यही काम लेते हैं पहले तो यह जो ऐप है यह तो अच्छा चल रहा है और इसमें ब्रॉडकास्ट भी हमें अच्छी अच्छी मिलते हैं गाने भी ठीक है बस इस ऐप में कुछ कमी लगी मुझे इसमें पहले एक फीचर होता था अगर हमारे पास इंटरनेट नहीं है या फिर अगर हमने इंटरनेट ऑफ कर रखा है तो उसके बाद भी हम ने जो सॉन्ग लाइक किए हैं उसको हम सुन सकते थे तो प्लीज को ऑफिशियल सॉन्ग सुन सके लाइक करके अपनी फेवरेट सॉन्ग को हम लाइक करके सुन सके पहले यह फीचर था लेकिन मुझे पता चला कि इसमें कुछ दिक्कत चल रही है तो प्लीज इस,5,Positive,Negative,9.1.36.1948
made me feel rich,5,Positive,Negative,9.1.34.2060
very aap,4,Positive,Negative,9.0.56.591
accha good,1,Negative,Positive,9.1.36.1948
I like this one,1,Negative,Positive,9.1.36.1948
loo battery use on playing music,5,Positive,Negative,9.1.34.2060
"I'm editing my review, I really want the karaoke mode where you can isolate the vocals like the apple music, I hope this app can do that too.",4,Positive,Negative,9.1.36.1948
great app overall but my playlists sometimes refuse to sync up across my devices and i have to delete and redownloadthe app on all my devices to fix it. this glitch has happened 4 timesin the last 2 years,4,Positive,Negative,9.1.36.1948
"I love spotify but there's one thing that ticks me off so much: Spotify seems to remove songs from your liked Playlist. i swear on my Dad's life that I have 1000 songs in my likes, and just the other day I saw that I only had 980. Can you explain this, Spotify? Edit: Spotify has fixed this issue. it has been a couple weeks since I reported this issue and now my liked songs have no longer been removed! thank you, Spotify!",5,Positive,Negative,9.1.36.1948
it frauding people with the subscription plan. l lost 200 rupees in it . please do not purchase premium of Spotify,4,Positive,Negative,9.1.24.1739
Spotify was great until not long ago spotify ads started coming after every second song u listened. When I downlowded app it wasn't that mutch add for spotify premium...Now you can't even listen 4 song in a row....poor 4 song,4,Positive,Negative,9.1.34.2060
To many adds,4,Positive,Negative,9.1.34.2060
Personal dushmani,1,Negative,Positive,9.1.28.2252
other then the people crunching on chips for lays commercial. and the sound of pouring soda commercials almost gets me in a wreck 🙃 cuz I get super annoyed by those two things the app is great! ps... can we stop the sound effects of crunching and soda???? I mute it every time ...,5,Positive,Negative,9.0.94.274
best app,1,Negative,Positive,
I used to listen to yt music than I switched to Spotify Spotify is better,5,Positive,Negative,9.1.16.1450
Good but.. honestly its pay to listen,4,Positive,Negative,
havah nagila,1,Negative,Positive,9.1.36.1948
"So after liking to loving with premium , I Absolutely dispise this app with my heart not only do they attempt to juice you for money but multiple times I've had my payments cancelled without my knowledge I've given up on this app, other then the payments declining multiple times I have to buy a Spotify mini then somehow I can buy the individual premium , yeah its better that's my old review the app is 10 times better I however a student can't even buy the student plan because I lack a sheer id",4,Positive,Negative,9.1.36.1948
so amazing,1,Negative,Positive,
"Hello guys! This app is the best music app to use. Its completely free, you dont need to buy premium to be able to exit the app while listening to music. Goodbye youtube music..",5,Positive,Negative,9.1.36.1948
you need remixes like gysie remixes,4,Positive,Negative,9.1.36.1948
"it's a very good app for music lovers but it's only good for the people who buy the subscription cause you can't use any features without subscription, you can't even change songs the developers should change this setting because it basically forces you to buy the subscription.",4,Positive,Negative,9.1.16.1450
It's so buggy at times. Used to be amazing.,5,Positive,Negative,9.1.36.1948
Great for music but not gud if u haven't subscription,1,Negative,Positive,9.1.36.1948
